"EXPEDIENTE"	"RUC"	"DENOMINACION"	"CIIU4"	"TIPO_COMPANIA"	"PATRIMONIO"	"FECHA_PATRIMONIO"	"COTIZA_EN_BOLSA"	"ESPUBLICA"	"CUMPLIMIENTO"	"HABILITADA"	"IMPEDIMENTO"
"48430"	"1791273400001"	"HACIENDA PALUGO S.A. PALUGOSA"	"A0161.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48432"	"1791275470001"	"MODUMADERA S.A."	"C3100.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48434"	"1791274245001"	"S.M. SOUTHMOTORS S.A."	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48437"	"1791273745001"	"CASA DE VALORES APOLO S.A. VALORAPOLO"	"K6612.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48449"	"1791274113001"	"METROVALORES CASA DE VALORES S.A."	"K6612.02"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48450"	"1791275861001"	"INAMAZONAS, INMOBILIARIA AMAZONAS S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48476"	"1791275691001"	"ALUMINIO NACIONAL DEL ECUADOR S.A. ALUNECSA"	"G4662.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48477"	"1791274520001"	"FLORES DE LA COLINA FLODECOL S.A."	"A0119.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48478"	"1090107034001"	"TRANSPORTES SUTAXI S.A."	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48482"	"1791276825001"	"BIVAC INTERNATIONAL S.A."	"H5229.03"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48483"	"1791276817001"	"BUREAU VERITAS INSPECTION VALUATION ASSESMENT AND CONTROL BIVAC B.V."	"M7120.11"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48493"	"1791275632001"	"LABORATORIOS BIOGENET S.A."	"G4649.22"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48506"	"1791277600001"	"ENLACE NEGOCIOS FIDUCIARIOS S.A. ADMINISTRADORA DE FONDOS Y FIDEICOMISOS"	"K6619.03"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48510"	"1791276647001"	"INTRANS ECUADOR S.A."	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48512"	"1791276779001"	"MONTGAR C.A."	"C2013.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48513"	"1791276523001"	"COTECNA INSPECTION S.A."	"M7010.00"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48517"	"1791275713001"	"SERVICIOS PETROLEROS Y TRANSPORTE SEPEITRA S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48523"	"1791274946001"	"SCHNEIDER ELECTRIC ECUADOR S.A. SCHNELECTRIC"	"G4659.93"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48525"	"1791275101001"	"FIDEVAL S.A. ADMINISTRADORA DE FONDOS Y FIDEICOMISOS"	"K6619.03"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48535"	"1791276299001"	"REPRESENTACIONES DETERTEC S.A."	"G4669.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48537"	"1791275985001"	"INMOVALOR CASA DE VALORES S.A."	"K6611.00"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48551"	"1791274156001"	"ASERLACO S.A."	"I5610.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48570"	"1791274016001"	"CLUB DE LA UNION QUITO S.A. UNICLUB"	"R9311.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48577"	"1791278127001"	"SQM ECUADOR S.A."	"G4669.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48578"	"1791278305001"	"MERCURSA S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48580"	"1791277651001"	"MONGE MONCAYO SOLUCIONES S.A."	"N7820.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48582"	"1791278550001"	"TRANSPORTE INSTITUCIONAL INTIMUNDO SAN ANTONIO S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48583"	"1791278518001"	"LAPISSA LAPIS DISENO + CONSTRUCCION S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48584"	"1791277678001"	"DK MANAGEMENT SERVICES SOCIEDAD ANONIMA"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48586"	"1791278410001"	"FLOWERCARGO S.A."	"H5229.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48596"	"1791277511001"	"ANALYTICA SECURITIES C.A. CASA DE VALORES"	"K6612.02"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48600"	"1791276612001"	"CITITRADING S.A. CASA DE VALORES"	"K6612.02"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48605"	"1791278879001"	"PYGANFLOR S.A."	"G4620.15"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48608"	"1791278607001"	"UNIDAD EDUCATIVA Y CULTURAL WILLIAM SHAKESPEARE SCHOOL S.A."	"P8521.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48611"	"1791278291001"	"REDRUF S.A."	"J6202.20"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48621"	"1791279387001"	"INTERTEK INTERNATIONAL LIMITED"	"M7120.91"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48631"	"1791279638001"	"BRISMAR BRISAS DEL MAR S.A."	"N8110.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48635"	"1791280172001"	"PROESTADIO S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48638"	"1791279743001"	"MAREAUTO S.A."	"N7710.00"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48644"	"1791279921001"	"INGAMP S.A."	"M6910.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48649"	"1791279204001"	"INMOBILIARIA TENERIFE S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48661"	"1791280822001"	"SERVICIOS GENERALES CONCIMEX S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48662"	"1791280830001"	"COSEPER COMPANIA DE SERVICIOS DE PERSONAL S.A."	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48665"	"1791280687001"	"IN.DI.GI. S.A."	"F4210.32"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48667"	"1791280733001"	"SANTOSCMI S.A."	"F4390.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48686"	"1791280792001"	"COMPANIA DE COMERCIO INDUSTRIA Y SERVICIOS PETROLEROS PETROWORLD S.A."	"G4661.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48689"	"1791166892001"	"EMPRESARIOS Y PROMOTORES COLORADOS S.A. EMPROCOL"	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48705"	"1791166914001"	"PETROLEOS DE LOS RIOS PETROLRIOS C.A."	"G4661.03"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"48707"	"1791281926001"	"NEGOCIOS Y COMERCIO NEYCO S.A."	"G4652.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48708"	"1791281969001"	"VALUARTEC AVALUOS TECNICOS S.A."	"M7120.16"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48722"	"1791282469001"	"EMSAAIRPORT SERVICES CEM"	"C3030.05"	"ECONOM�A MIXTA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48723"	"1791282582001"	"G4S SECURE SOLUTIONS (ECUADOR) CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48728"	"1791284909001"	"RADIO CONCIERTO GUAYAQUIL S.A. CONCERTQUIL"	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48731"	"1791282353001"	"INTEGRAL SOLUTIONS S.A."	"N8291.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48738"	"1791282299001"	"PETROLEOS Y SERVICIOS PYS C.A."	"G4730.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48742"	"1791281276001"	"VIAJES & EXPEDICIONES ANDINAS VIEXPA S.A."	"N7912.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48746"	"1791282183001"	"IBOPE MEDIA ECUADOR S.A."	"M7320.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48751"	"1791283465001"	"PRODUCTOS AUTOADHESIVOS ARCLAD S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48757"	"1791283538001"	"TROPIMADERAS S.A."	"A0240.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48758"	"1791283635001"	"SMURFIT KAPPA ECUADOR S.A."	"C1701.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48767"	"1791312147001"	"TRANSPORTES VINGALA C.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48771"	"1791283678001"	"C.LOTTI & ASSOCIATI SOCIETA DI INGEGNERIA"	"M7020.04"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48772"	"1791284321001"	"CIRKWITOS S.A."	"G4659.93"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48775"	"1791283821001"	"COMPANIA AURAZUL S.A."	"F4210.12"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48780"	"1791284232001"	"IMPOBUS S.A. IMPORTADORA Y COMERCIALIZADORA DE BUSES S.A."	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48789"	"1791284569001"	"MAXXGUARD SEGURIDADES C.A."	"G4659.95"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48790"	"1791284518001"	"FAMIDELH S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48794"	"1791284542001"	"NUEVO ARTE ARTNUVO S.A."	"C1811.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48796"	"1791283988001"	"ROMPETROL UPSTREAM INTERNATIONAL LTD."	"B0610.00"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48803"	"1791285336001"	"BRITISH AMERICAN TOBACCO (SOUTH AMERICA) LIMITED"	"G4620.13"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48814"	"1791285662001"	"ECUASOTECO S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48817"	"1791285093001"	"MERCANTIL, INDUSTRIAL Y COMERCIAL MERCANBORAX S.A."	"G4610.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48821"	"1791281675001"	"TRANSCOMERCIAL CIAYORA C.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48825"	"1791285158001"	"LEISURE S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48826"	"1791286448001"	"CORPORACION DE REPRESENTACIONES Y SERVICIOS TECNICOS COREPTEC S.A."	"G4690.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48837"	"1791287169001"	"CORPORACION DISTRIBUIDORA DE ALIMENTOS S.A. CORDIALSA"	"G4711.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48839"	"1791287118001"	"KIMBERLY - CLARK ECUADOR S.A."	"C1709.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48841"	"1791283910001"	"INMOBURGOS S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48845"	"1791286693001"	"SERVICIOS EN TECNOLOGIA DE LA INFORMACION, SETEINFO DEL ECUADOR C.A."	"J6202.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48855"	"1791287541001"	"MEGADATOS S.A."	"J6190.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48856"	"1791287665001"	"QUANTUM S.A."	"N8129.94"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48863"	"1791287835001"	"CONSORCIO DEL PICHINCHA S.A. CONDELPI"	"N7710.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48866"	"0890045391001"	"EMMECONSTRUCT S.A."	"L6810.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48869"	"1791288157001"	"ECUAENLACE S.A."	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48888"	"1791288645001"	"EMPRESA DE TRANSPORTES LUJOTURISSA S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48890"	"1791288106001"	"MODINTER S.A."	"J6202.20"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48897"	"1791288831001"	"TRANSPORTES PESADOS MONCAYO S.A. TRANEM"	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48906"	"1791289382001"	"TRANSALFA S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48909"	"0992664614001"	"INDUWAGEN S.A."	"G4510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48911"	"1791288300001"	"GARCES & GARCES CARGO SERVICE S.A."	"H5224.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48915"	"1791167007001"	"COMPANIA DE TAXIS ECUADOR COMTAXEC S.A."	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48920"	"1791289684001"	"CHOCOLATES DE IRMA SOCIEDAD ANONIMA CHOCOIRMA"	"C1073.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48921"	"1791289544001"	"INMOBILIARIA VANOLICA S.A."	"L6820.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48922"	"1791290046001"	"HIDROAMAZONAS S.A."	"D3510.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48923"	"1791288750001"	"COMPLEMENTOS ELECTRONICOS, COMPLETRONICA S.A."	"G4741.13"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48928"	"1791290151001"	"PUNTONET S.A."	"J6190.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48930"	"1791289900001"	"SERVICIO ECUATORIANO DE TRANSPORTES, SECUATRANS C.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48934"	"0890045421001"	"RADIAL SU AMIGO RADIAMI C.A."	"J6010.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48938"	"1791290313001"	"ITALCAUCHOS CIA. LTDA."	"G4530.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48942"	"1791290593001"	"PRESTADORA DE SERVICIOS WALRUS S.A."	"M7020.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48954"	"1791291468001"	"ECUASISTENCIA, COMPANIA DE ASISTENCIA DEL ECUADOR S.A."	"H5221.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48955"	"1791290933001"	"COMBUSTIBLES DEL ECUADOR S.A. COMDECSA"	"G4661.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48959"	"1791290836001"	"INMOBILIARIA BOSQUE DEL ROBLE S.A. BOSQUEROBLE"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48967"	"1791167015001"	"EJECUTTRANS S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48972"	"1791167058001"	"OLEODAVILA S.A."	"C1040.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48973"	"1791291603001"	"LOGISTIC NETWORK SERVICIOS DE CARGA S.A."	"H5120.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48974"	"1791291522001"	"BAKELSECUADOR S.A."	"C1071.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48975"	"1791291530001"	"AGRICOLA SAN ANDRES DEL CHAUPI S.A."	"A0119.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48990"	"1791290968001"	"CHACON ROMERO CONSTRUCCIONES Y SERVICIOS CHACONYSE S.A."	"F4210.12"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"48999"	"1791288548001"	"CONSTRUGENCO S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"705980"	""	"ANDYGLOBALBUSSINES S.A."	"C2220.92"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49000"	"1791291948001"	"INMOBILIARIA NUEVO MUNDO INMOMUNDO S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49003"	"1791292170001"	"INCORPORACIONES VEHICULARES ESPECIALES INCORMOTOR S.A."	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49016"	"1791291271001"	"IDERESA C.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49017"	"1791292642001"	"CAPSERVS MEDIOS, COMUNICACION-CAPACITACION-SERVICIOS CIA. LTDA."	"M7020.04"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49022"	"1791291387001"	"AVECENTRO S.A."	"A0146.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49028"	"1791292928001"	"GRUPO NASORA C.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49029"	"1791293193001"	"MECANIX S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49033"	"1791293479001"	"ARONEM AIR CARGO S.A."	"H5120.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49037"	"0590058882001"	"ATAXREV S.A. AUTOMOVILES TAXIS LA REVISION"	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49050"	"1791294793001"	"COMPANIA DE TRANSPORTES EN TAXIS TAXI FRACH CIA. S.A."	"H4922.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49051"	"0590059064001"	"TEXASFLOWERS S.A."	"A0119.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49053"	"0590058939001"	"COMPANIA DE TRANSPORTES PESADOS DEL COTOPAXI COTRAPECSA S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49058"	"1791294262001"	"BEIERSDORF S.A."	"G4649.22"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49059"	"1791293746001"	"TECNIVIDRIO 2000 S.A."	"C2310.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49067"	"1791294505001"	"REPROIMAV S.A. REPRESENTACION DE PRODUCTOS E IMPLEMENTOS AVICOLAS"	"A0146.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49068"	"1791294815001"	"ARAMA S.A."	"F4100.10"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49070"	"1791294742001"	"ENRHER S.A."	"G4530.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49071"	"1791294726001"	"PERSATECSA S.A."	"N8110.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49086"	"1791288882001"	"SAN SEBASTIAN SASEBSA S.A."	"I5510.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49090"	"1791294874001"	"INMOBILIARIA CAMPOVERDE DEL VALLE S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49093"	"1791295692001"	"ISRATECH S.A."	"G4653.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49094"	"1791294998001"	"MYSTICFLOWERS S.A."	"A0119.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49097"	"1791294009001"	"MARTINAIR HOLLAND N.V."	"H5120.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49102"	"1791295161001"	"ALIMENTOS DEL HUERTO S.A. HUERTOSA"	"C1030.17"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49107"	"1791295560001"	"PROMOTORA EQUINOCCIO, PROEQUINOCCIO S.A."	"L6820.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49108"	"1791295552001"	"EMPRESA DE SEGURIDAD EMSECOR CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49112"	"1791295889001"	"SIERRA MINERA SIERRAMIN S.A."	"B0729.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49120"	"1791295439001"	"INMOBILIARIA CRISTIANIA S.A. INMOCRISTI"	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49121"	"1791285476001"	"COMPANIA DE TRANSPORTE ESCOLAR TOURESTUDIANTIL S.A."	"H4922.05"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49122"	"1791295706001"	"ECOFROZ S.A."	"C1030.11"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49132"	"1791295935001"	"TRANSPORTES SAN JUAN-CALDERON TRANSANJUAN C.A."	"H4923.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49135"	"1791295676001"	"SISTEMAS DE PRODUCCION GRAFICA S.A. SISGRAFICA"	"M7410.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49136"	"1791296559001"	"ROTUCONST-ROTULOS Y CONSTRUCCIONES S.A."	"M7110.21"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49147"	"1791295617001"	"COMPANIA DE TRANSPORTE EJECUTIVO RAPITRANS S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49151"	"1791295056001"	"COMPANIA DE TRANSPORTES EN COLECTIVOS QUITO C.A. COLECTRANS"	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49157"	"1791297334001"	"ARCELORMITTAL INTERNATIONAL ECUADOR S.A."	"M7020.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49158"	"1791296656001"	"COMPANIA DE TRANSPORTES LATINOS TRANSLATINOS S.A."	"H4921.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49161"	"1791297482001"	"AGROPECUARIA YARUQUI S.A. AGROYAQUI"	"A0146.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49162"	"1791298063001"	"DIAB ECUADOR S.A. DIVINYCELL"	"C1610.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49164"	"1791296044001"	"LAERSEC SEGURIDAD PRIVADA CIA. LTDA."	"N8010.03"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49165"	"1791297954001"	"MEMORIAL INTERNATIONAL OF ECUADOR S. A. ECUAMEMORIAL"	"S9603.01"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"49166"	"1791296621001"	"INMOLIBERTADORES S.A."	"L6810.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49167"	"1791296745001"	"DISTRIBUIDORA DE SERVICIOS DE ENTRETENIMIENTO DISENTV S.A."	"J6190.06"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49171"	"1791297431001"	"REMODULARSA S.A."	"C3100.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49183"	"1791286774001"	"ALIMENTOS Y SERVICIOS ECUATORIANOS ALISERVIS S.A."	"I5610.02"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49184"	"1791297016001"	"METROHOTEL CIA. LTDA."	"N7911.00"	"RESPONSABILIDAD LIMITADA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49190"	"1791298128001"	"OTCATNOC S.A."	"M7410.03"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49198"	"0590059358001"	"COMPANIA SUBREGIONAL DE TRANSPORTE EXTRAPESADO COSUTREX S.A."	"H4923.01"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49202"	"1791298640001"	"IMPEXAZUL S.A."	"G4610.04"	"AN�NIMA"	""	""	"SI"	"NO"	"NO"	"SI"	" "
"49212"	"1791299140001"	"CUBANA DE AVIACION S.A."	"H5110.01"	"SUCURSAL  EXTRANJERA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49213"	"1791299051001"	"AIDA MARIA TRAVEL S.A."	"N7990.04"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
"49214"	"1791289714001"	"AGROSANALFONSO S.A"	"A0130.00"	"AN�NIMA"	""	""	"NO"	"NO"	"NO"	"SI"	" "
